"","jsw","kgh","kru","pge","mbk","pkn"
"2023-10-12",43.7,108.605,416.418,6.88,445.6,52.4432
"2023-10-13",44.08,108.061,424.327,7.122,451.4,53.8465
"2023-10-16",44.65,111.377,424.327,6.982,490,58.4377
"2023-10-17",44.2,110.783,437.754,7.35,505,57.6061
"2023-10-18",45.8,112.169,437.202,7.468,500.6,57.5628
"2023-10-19",45,109.1,432.972,7.01,491.3,57.1643
"2023-10-20",44.1,106.873,420.832,6.98,479.4,56.6619
"2023-10-23",43.55,104.546,422.672,6.832,480.2,56.3587
"2023-10-24",43.46,106.328,419.545,6.864,500,56.8352
"2023-10-25",43.52,109.694,429.845,7.088,519.8,57.0603
"2023-10-26",45.46,110.783,433.892,7.132,519,57.2596
"2023-10-27",45.09,110.239,423.223,7.15,505.2,57.0691
"2023-10-30",46.99,110.486,427.822,7.328,521.8,56.8265
"2023-10-31",49.94,111.13,428.006,7.298,519.8,57.6061
"2023-11-02",50.06,112.07,431.317,7.454,523.6,57.0691
"2023-11-03",49.51,112.664,432.236,7.6,528.4,56.7918
"2023-11-06",50.8,112.367,434.628,7.532,527.8,57.303
"2023-11-07",50.18,107.912,432.236,7.488,532,56.3933
"2023-11-08",47.86,106.427,425.43,7.32,522.8,55.2673
"2023-11-09",48.95,108.407,428.374,7.218,534.8,54.7907
"2023-11-10",47.46,104.843,423.223,7,523.4,53.8465
"2023-11-13",47.32,105.041,409.244,6.722,528.8,53.578
"2023-11-14",50.44,111.278,423.04,7.002,553,55.6743
"2023-11-15",49.71,113.357,420.281,7.016,538.4,54.7734
"2023-11-16",49.78,113.803,424.143,7.084,552.2,54.2277
"2023-11-17",49.77,114.595,421.017,7.108,559,53.9331
"2023-11-20",50.9,117.812,426.719,7.2,567,55.3538
"2023-11-21",49.97,117.466,421.752,7.232,564.2,55.4838
"2023-11-22",47.82,116.179,425.615,7.234,569,54.5829
"2023-11-23",42,114.842,421.2,7.228,565.2,54.6348
"2023-11-24",41.1,115.139,414.395,7.688,555.2,55.6137
"2023-11-27",41.2,113.803,414.763,8.15,542.6,55.3279
"2023-11-28",40.84,116.228,417.889,8.454,560.4,56.0555
"2023-11-29",42,116.08,426.166,8.332,563.2,51.629
"2023-11-30",39.54,114.149,420.097,8.408,564.2,51.1438
"2023-12-01",41.72,120.188,425.063,8.736,573.8,52.4952
"2023-12-04",41,119,426.902,8.7,571.2,51.9321
"2023-12-05",41.2,117.614,427.454,8.828,570,52.2613
"2023-12-06",42.03,118.208,432.052,8.906,560.2,53.1102
"2023-12-07",42.65,116.08,428.006,8.86,555.8,52.5472
"2023-12-08",44.91,116.773,429.845,8.88,560,53.7166
"2023-12-11",44.72,117.268,429.477,8.94,554,54.8948
"2023-12-12",43.58,114.496,429.109,8.77,544.2,54.271
"2023-12-13",42.62,114.446,435.363,8.682,542,54.0545
"2023-12-14",43.88,120.287,433.339,8.842,538,53.8725
"2023-12-15",44.53,122.069,441.433,8.674,530.4,53.9159
"2023-12-18",43.52,122.96,430.396,8.594,538.6,54.5656
"2023-12-19",43.63,124.842,443.639,8.67,550.8,54.6954
"2023-12-20",42,122.713,440.881,8.734,546,54.3317
"2023-12-21",41.84,122.663,441.801,8.87,549.4,55.6137
"2023-12-22",41.76,122.564,442.352,8.798,548,55.839
"2023-12-27",42.33,124.347,444.192,8.898,554,56.6966
"2023-12-28",42.48,123.455,442.352,8.794,546,57.2683
"2023-12-29",42.03,121.475,438.673,8.678,535,56.7399
"2024-01-02",41.29,118.951,420.649,8.572,525,56.7399
"2024-01-03",40.86,116.03,432.052,8.32,527.8,56.0035
"2024-01-04",40.8,115.09,427.454,8.398,527,55.7437
"2024-01-05",40.78,114.694,425.43,8.396,525.6,55.709
"2024-01-08",40.14,113.803,428.006,8.586,537,54.6609
"2024-01-09",40.16,113.357,432.052,8.724,531.2,54.6954
"2024-01-10",39.33,111.328,407.773,8.698,531.2,54.1931
"2024-01-11",39.27,109.744,405.567,8.466,514.4,53.5347
"2024-01-12",40.35,109.942,417.153,8.53,526.6,53.4047
"2024-01-15",39.16,108.061,417.706,8.34,512.8,52.7031
"2024-01-16",39.51,109.199,415.682,8.206,510.2,52.4605
"2024-01-17",37.62,104.843,414.027,7.864,493.2,50.7627
"2024-01-18",37.8,104.942,420.464,8.13,493.7,51.1092
"2024-01-19",37.99,106.031,401.335,8.422,499.3,51.9235
"2024-01-22",38.2,104.695,415.866,8.206,502,51.9841
"2024-01-23",41.71,107.021,408.325,8.052,494.5,52.0188
"2024-01-24",42.8,111.872,422.119,8.28,498.1,52.5905
"2024-01-25",42.2,110.734,410.716,8.222,498.2,52.3825
"2024-01-26",42.98,112.219,417.153,8.274,506.8,52.8591
"2024-01-29",43.4,112.417,411.636,8.148,503.4,53.9678
"2024-01-30",42.76,109.942,409.429,8.306,523.6,53.708
"2024-01-31",43.34,111.328,418.074,8.472,534.2,54.2797
"2024-02-01",43.5,110.734,415.131,8.892,543,56.7832
"2024-02-02",43.3,109.942,417.889,8.986,559.2,56.9997
"2024-02-05",42.92,108.16,409.061,8.706,555,56.6705
"2024-02-06",43.54,110.09,413.476,8.696,554.8,57.0344
"2024-02-07",43.35,109.744,417.889,8.72,563,57.0603
"2024-02-08",43.34,108.655,416.05,8.6,551.6,56.8871
"2024-02-09",42.81,107.12,401.888,8.464,546.4,57.2163
"2024-02-12",44.22,110.041,411.636,8.618,564.8,57.9959
"2024-02-13",42.19,108.209,399.68,8.232,570.6,57.2596
"2024-02-14",43.36,109.001,404.646,8.42,595.8,57.9526
"2024-02-15",42.92,109.298,404.095,7.98,615,58.0392
"2024-02-16",43.44,112.318,403.359,7.956,629.4,58.7582
"2024-02-19",43,110.882,404.278,7.904,640,58.6196
"2024-02-20",43.74,110.635,409.244,8,652.8,58.8103
"2024-02-21",43.49,110.288,406.486,7.936,658.8,58.5676
"2024-02-22",43.84,110.387,407.405,7.952,665,57.2683
"2024-02-23",43.57,110.239,416.234,7.97,683,57.2769
"2024-02-26",42.82,108.902,411.084,7.9,674.4,56.7052
"2024-02-27",43.59,110.189,414.395,8.028,669,57.1556
"2024-02-28",41.6,106.972,386.07,7.86,664.8,55.3365
"2024-02-29",41.22,106.724,386.621,7.972,695,53.6906
"2024-03-01",42.05,108.011,390.852,7.72,687,54.6954
"2024-03-04",40.8,106.427,386.805,7.5,679.8,53.7512
"2024-03-05",40.74,105.091,389.381,7.254,672.4,53.5434
"2024-03-06",40.65,107.12,388.46,7.298,671.6,54.5395
"2024-03-07",41.15,109.348,389.932,7.294,667.2,53.9245
"2024-03-08",41.08,108.704,397.105,7.44,688,54.5915
"2024-03-11",40.42,109.892,389.013,7.424,692.4,54.0198
"2024-03-12",39.58,111.674,402.071,7.404,724,54.2623
"2024-03-13",40.5,114.793,402.991,7.224,715,54.0371
"2024-03-14",39.8,114.842,400.416,7.3,714.8,55.1893
"2024-03-15",39.77,117.268,405.934,7.25,723.8,55.4838
"2024-03-18",38.13,116.773,389.748,7.15,725,54.7301
"2024-03-19",37.51,115.09,390.852,7.216,710.8,54.8774
"2024-03-20",37.12,112.862,385.334,7,709,54.0978
"2024-03-21",37.45,116.327,401.703,7.094,736,54.3663
"2024-03-22",36.78,115.882,400.048,7.062,737,54.4356
"2024-03-25",36.25,108.605,400.048,7.074,726.2,54.0371
"2024-03-26",37.11,109.546,410.9,7.166,750,55.9429
"2024-03-27",36.54,108.556,415.131,7.144,743,55.1979
"2024-03-28",37.15,113.011,407.405,7.202,740.2,56.376
"2024-04-02",37.18,117.268,404.646,7.376,734,57.3289
"2024-04-03",37.21,120.188,389.013,7.29,731.2,58.5503
"2024-04-04",37.44,126.723,413.843,7.33,731.6,58.8622
"2024-04-05",36.2,126.97,417.889,7.1,741,58.9228
"2024-04-08",36.69,128.01,415.682,7.05,740,59.9104
"2024-04-09",37.8,139.197,417.338,6.986,707,59.8757
"2024-04-10",38.3,140.929,419.729,6.388,711.8,60.3868
"2024-04-11",35.29,139.741,420.649,6.5,695.4,59.0787
"2024-04-12",35.34,143.058,415.498,6.37,687.2,58.7756
"2024-04-15",34.4,142.761,412.74,6.1,683.8,59.5985
"2024-04-16",32.7,136.177,395.634,6.082,670.6,56.9391
"2024-04-17",33.25,140.979,399.129,6.006,683,58.4984
"2024-04-18",33,142.167,400.048,6.114,682.4,58.0825
"2024-04-19",33.05,140.979,397.105,6.2,679.2,58.6023
"2024-04-22",33.81,138.256,400.416,6.18,691,59.2867
"2024-04-23",33.12,131.326,405.199,6.114,690.8,58.6456
"2024-04-24",31.19,131.574,400.232,6.016,671,57.9526
"2024-04-25",30.43,136.573,396.001,5.96,671.8,57.7794
"2024-04-26",30.34,138.306,405.382,6.066,678,58.3164
"2024-04-29",30.98,142.365,423.223,6.188,684.4,59.0095
"2024-04-30",30.7,139.246,426.534,6.088,685.8,57.5541
"2024-05-02",30.75,138.553,422.487,6.18,686.2,57.2856
"2024-05-06",31.92,142.761,434.811,6.246,705,58.7842
"2024-05-07",31.74,142.365,438.305,6.574,698.4,58.3164
"2024-05-08",31.59,145.533,424.143,6.7,696.2,58.7756
"2024-05-09",32.02,147.711,435.547,6.828,695.4,58.5417
"2024-05-10",31.52,148.503,440.697,7.006,660,59.2
"2024-05-13",31.93,150.681,438.122,7.1,653.6,59.3213
"2024-05-14",31.88,152.909,448.635,7.58,658.4,59.8237
"2024-05-15",30.74,151.473,450.164,7.264,657,59.8497
"2024-05-16",31.19,155.582,449.782,7.37,647.4,60.1788
"2024-05-17",31.98,162.71,452.076,7.464,649.2,61.2271
"2024-05-20",33.15,168.303,451.12,7.738,643.4,62.8036
"2024-05-21",33.14,167.957,444.239,7.694,634.2,63.1762
"2024-05-22",32.2,159.393,439.651,7.784,629.8,62.9162
"2024-05-23",32.34,155.483,431.814,7.438,638.4,57.9786
"2024-05-24",30.9,156.473,436.019,7.444,630.8,56.4713
"2024-05-27",29.3,157.215,431.623,7.484,635.6,56.9564
"2024-05-28",29.41,155.681,428.755,7.15,633,56.2461
"2024-05-29",28,150.236,420.536,6.702,619.2,54.7907
"2024-05-31",28.46,150.186,435.828,6.774,626,55.0679
"2024-06-03",29.27,152.612,434.299,6.966,636,55.3798
"2024-06-04",29.3,146.77,421.3,6.89,609.4,54.2364
"2024-06-05",28.03,142.315,423.977,6.994,618.4,54.2623
"2024-06-06",26.5,145.186,426.27,6.936,617,55.1632
"2024-06-07",25.18,141.771,420.727,6.786,601,54.6522
"2024-06-10",26.8,142.81,422.065,6.814,602.2,54.834
"2024-06-11",26.8,140.731,415.948,6.6,590.4,53.9505
"2024-06-12",27.15,142.959,436.21,6.768,600.2,54.1064
"2024-06-13",28.32,141.523,414.992,6.654,581.8,53.9245
"2024-06-14",29.1,140.038,417.668,6.7,585,54.964
"2024-06-17",30.27,139.692,432.005,6.768,595.6,55.8563
"2024-06-18",28.82,139.444,429.52,6.708,593.8,55.761
"2024-06-19",30.07,140.434,434.49,7.042,621,56.8697
"2024-06-20",29.47,142.612,436.975,7.04,612.6,56.9564
"2024-06-21",29.76,140.682,444.239,6.934,605.4,56.7225
"2024-06-24",29.81,150.434,444.812,6.96,622.4,58.1951
"2024-06-25",29.6,149.444,432.005,6.906,623.2,58.6283
"2024-06-26",29.83,148.8,435.446,6.948,609,58.2731
"2024-06-27",29.37,148,439.842,7.28,615,58.585
"2024-06-28",29.6,150.35,442.136,7.178,637,58.637
"2024-07-01",29.8,147.9,443.665,7.31,625.6,58.8103
"2024-07-02",30.27,146.7,433.343,7.18,626.8,59.0874
"2024-07-03",31.09,152.45,442.136,7.42,632.4,59.6071
"2024-07-04",30.53,151.95,447.871,7.39,627.4,59.8497
"2024-07-05",30.32,152.3,447.297,7.302,622.6,58.6803
"2024-07-08",30.02,153.35,453.605,7.248,629.6,58.4897
"2024-07-09",29.48,154.65,455.708,7.324,633,57.9353
"2024-07-10",29.25,153.35,450.164,7.178,631,56.9997
"2024-07-11",28.08,154.5,449.017,7.308,638.2,57.97
"2024-07-12",28,156,450.738,7.342,643.2,58.3164
"2024-07-15",28.15,153.35,448.826,7.288,649.8,58.2298
"2024-07-16",27.78,145.75,435.828,7.02,624.2,56.3068
"2024-07-17",27.7,145.3,434.681,7.024,616,55.9949
"2024-07-18",29.18,142.25,437.931,7.126,634.8,56.454
"2024-07-19",28.81,137.4,434.108,7.156,641,56.4627
"2024-07-22",29.03,133.75,432.77,7.156,639.6,55.8823
"2024-07-23",27.91,130.5,430.476,7.008,623,55.4232
"2024-07-24",27.39,130.65,429.52,6.966,623,54.6609
"2024-07-25",27.38,131.5,432.196,6.944,616,55.3018
"2024-07-26",27.36,131.3,431.431,6.954,615.6,55.2239
"2024-07-29",27,131.85,427.991,7.094,623.8,55.6917
"2024-07-30",27.03,130.15,428.182,7.046,611.4,54.7648
"2024-07-31",26.68,136.1,423.785,7.3,623,56.0208
"2024-08-01",26.7,132.2,415.757,7.1,606.6,54.9034
"2024-08-02",26.5,130.5,411.552,7.15,582,54.9207
"2024-08-05",25.6,124.1,397.98,6.73,566.8,52.9283
"2024-08-06",25.95,124,396.642,6.376,552,53.1795
"2024-08-07",26.38,124.1,397.789,6.582,546.4,52.9456
"2024-08-08",26.27,123.9,401.229,6.718,557,53.9159
"2024-08-09",26.16,122.95,399.509,6.662,560.8,53.3268
"2024-08-12",27.04,126.7,407.155,6.85,574.2,55.9255
"2024-08-13",26.2,124.85,410.978,6.842,588,55.1893
"2024-08-14",25.73,125.3,414.228,6.732,601.4,54.5568
"2024-08-16",25.36,136.8,423.403,6.884,623.8,55.4665
"2024-08-19",25.9,138.95,433.343,6.908,628.6,55.9429
"2024-08-20",25.2,138.2,431.24,6.802,615.6,54.8428
"2024-08-21",25.53,139.85,433.916,6.818,617.4,55.3365
"2024-08-22",25.17,136.9,432.005,6.76,616.8,53.7339
"2024-08-23",25.3,138.65,411.934,6.76,626.2,54.6262
"2024-08-26",25.45,140,406.199,6.928,631.4,54.8948
"2024-08-27",25.98,142.1,416.139,6.838,619.8,54.9727
"2024-08-28",25.87,136.85,410.978,6.64,627.6,54.7042
"2024-08-29",25.68,136.9,425.315,6.65,634,55.3798
"2024-08-30",25.68,138.8,425.315,6.78,640,55.735
"2024-09-02",26.44,138.95,431.24,7.344,658,57.121
"2024-09-03",25.6,131.4,419.198,7.406,638,55.9343
"2024-09-04",25.3,134.6,422.065,7.324,635.6,55.2759
"2024-09-05",25.5,134.15,410.405,7.36,632.2,53.8812
"2024-09-06",24.14,131.7,402.95,7.254,605,53.015
"2024-09-09",23,133.4,401.994,7.086,623.8,53.1969
"2024-09-10",22.01,131.5,398.744,6.994,612.8,52.6858
"2024-09-11",22.13,131.7,400.465,6.938,594.2,52.2093
"2024-09-12",23,135,399.891,7.046,621.8,51.8195
"2024-09-13",22.66,138,407.155,7.026,638.8,52.6425
"2024-09-16",22.74,138.6,405.435,7.172,634.4,52.5818
"2024-09-17",23.36,141,410.787,7.29,656.8,53.093
"2024-09-18",23,140.75,404.479,7.148,669.2,52.7377
"2024-09-19",22.56,146.15,410.787,7.124,663,53.2304
"2024-09-20",22.2,146.85,404.097,7.088,657,52.1707
"2024-09-23",22.6,149.85,402.376,7.048,626,52.3194
"2024-09-24",23.33,157.15,404.67,7.4,634.4,53.4536
"2024-09-25",23.74,156.05,415.566,7.364,624,53.1375
"2024-09-26",23.95,163.7,423.021,7.282,637.2,51.6315
"2024-09-27",25.2,163.55,427.417,7.378,631.6,52.8679
"2024-09-30",25.88,159.35,424.168,7.2,617.4,51.9383
"2024-10-01",26,162.05,421.109,7.102,605.6,53.0166
"2024-10-02",26.55,163.35,419.389,7.062,603.8,54.4761
"2024-10-03",28.77,158.85,416.713,6.976,590,53.4071
"2024-10-04",28.06,161,423.785,6.912,583.8,53.6395
"2024-10-07",28.57,161.6,432.387,6.914,579.6,52.0405
"2024-10-08",28.13,154.9,426.27,6.812,588.8,51.3154
"2024-10-09",27.5,155,409.64,6.822,601.2,51.7895
"2024-10-10",26.93,155.45,404.097,6.814,601.6,51.5013
"2024-10-11",27.97,158.95,405.626,6.932,611.2,51.7616
"2024-10-14",28.63,156.2,403.523,6.88,612.2,51.3154
"2024-10-15",27.23,153.75,406.964,6.938,613.6,50.8878
"2024-10-16",27.7,157.7,415.948,6.95,617.6,50.581
"2024-10-17",26.5,153.9,405.244,6.794,593.8,49.7815
"2024-10-18",26,157.7,406.582,6.844,614.2,49.6421
"2024-10-21",26.58,159.55,411.743,6.844,600,49.9489
"2024-10-22",26.62,160.1,409.64,6.626,591.8,49.0564
"2024-10-23",27.09,154.7,409.067,6.636,590,49.0564
"2024-10-24",27.42,154.75,409.067,6.654,577.8,49.3446
"2024-10-25",27.08,155.25,403.714,6.89,578,50.0325
"2024-10-28",27.59,154.7,410.596,6.974,576.8,49.7629
"2024-10-29",27.6,154.65,411.552,7.08,596.4,49.233
"2024-10-30",27.4,152.2,410.978,7.02,567,48.7032
"2024-10-31",26.82,149.45,410.022,6.892,561.8,48.4243
"2024-11-04",27.38,152.2,409.258,6.95,575.8,48.8333
"2024-11-05",26.55,149.8,402.95,6.89,572.6,48.4336
"2024-11-06",27.33,145.6,406.964,6.772,570.4,48.229
"2024-11-07",27.84,151.45,419.389,6.912,597.6,49.921
"2024-11-08",27.55,146.65,416.522,6.924,584,48.8984
"2024-11-12",26.15,133.15,416.522,6.738,579,46.8439
"2024-11-13",26.5,133.95,404.67,6.61,561.2,47.2622
"2024-11-14",26.1,130.65,406.964,7.022,568.6,49.3632
"2024-11-15",25.14,130.2,403.714,6.852,558.4,49.0657
"2024-11-18",24.7,130.5,402.185,6.886,550.8,49.6421
"2024-11-19",24.43,126.75,390.142,6.714,534,48.0803
"2024-11-20",25.15,129.8,393.01,6.786,536.2,47.6248
"2024-11-21",25.4,130.3,400.082,6.99,545.4,48.5637
"2024-11-22",26,130.5,401.42,6.998,560.4,48.1826
"2024-11-25",26.02,129.95,404.861,7.072,549.4,48.2476
"2024-11-26",26.11,130,401.42,7.05,542.8,48.3871
"2024-11-27",26,127.75,402.376,6.904,533.2,47.6806
"2024-11-28",25.53,127.35,399.127,6.84,530,47.6155
"2024-11-29",25.52,127.25,404.288,6.728,530,47.4296
"2024-12-02",25.44,130.05,409.258,6.762,545,48.1268
"2024-12-03",24.64,130.45,408.111,6.3,540,47.7178
"2024-12-04",24.56,130.05,415.566,6.052,536.8,48.0245
"2024-12-05",24.83,130.4,422.447,6.19,562.8,48.7496
"2024-12-06",24.39,128.65,418.624,6.13,556,48.4708
"2024-12-09",24.8,133.4,416.904,6.204,561.2,49.3446
"2024-12-10",24.25,130.65,413.081,6.208,561.6,49.4748
"2024-12-11",24.72,130.55,412.316,6.122,554.2,46.565
"2024-12-12",24.07,127.2,414.801,6.11,566.4,45.4309
"2024-12-13",24.01,127,415.375,6.204,564,45.7376
"2024-12-16",23.92,124.75,418.242,6.336,567.8,44.887
"2024-12-17",22.81,121.85,401.994,6.218,532.8,43.0603
"2024-12-18",22.1,121.05,403.332,5.92,542,43.2602
"2024-12-19",21.39,117.4,400.274,5.844,552.4,43.7529
"2024-12-20",20.78,116.45,400.847,5.888,546.8,43.567
"2024-12-23",20.2,117.3,397.215,5.954,553.6,43.237
"2024-12-27",20.49,117.35,398.362,5.97,549,43.5995
"2024-12-30",20.71,115,397.406,6.07,547.2,43.8784
"2025-01-02",21.55,117.55,399.891,6.126,545.8,45.8957
"2025-01-03",21.8,116.95,401.612,6.218,552,45.7841
"2025-01-07",22.42,119.3,400.847,6.136,557.2,46.4302
"2025-01-08",21.8,119.65,395.877,5.966,554.4,46.4814
"2025-01-09",21.73,122.3,400.656,6.004,565.6,46.2815
"2025-01-10",21.3,121.6,407.92,5.95,564.4,46.7231
"2025-01-13",22.45,121.15,400.274,5.982,548,46.6766
"2025-01-14",22.2,120.9,408.111,5.954,563,46.8997
"2025-01-15",22.64,123.6,418.624,6.084,573.2,47.9595
"2025-01-16",22.12,124.25,412.125,5.98,560,47.8758
"2025-01-17",22.5,126.4,402.185,6.21,566.2,48.8054
"2025-01-20",23.65,126.8,408.493,6.234,581,49.2795
"2025-01-21",23.01,125,406.199,6.2,580,49.2981
"2025-01-22",22.36,123.5,413.081,6.18,588.6,49.0843
"2025-01-23",22.65,123.2,408.875,6.18,589.4,49.2702
"2025-01-24",23.2,127.35,410.787,6.242,598.2,48.9913
"2025-01-27",23.02,123.3,407.537,6.21,598,48.6195
"2025-01-28",23.95,121.4,410.596,6.306,604.2,48.7032
"2025-01-29",24,124.35,404.288,6.338,614.4,48.6195
"2025-01-30",23.4,127.8,414.228,6.65,631.6,49.6607
"2025-01-31",23.2,125.75,409.64,6.542,629.8,50.0046
"2025-02-03",22.94,122.95,403.141,6.438,626,49.2423
"2025-02-04",23.25,124.45,406.008,6.452,625,50.4044
"2025-02-05",22.9,123,405.435,6.42,613.2,50.99
"2025-02-06",23.03,128.85,416.33,6.45,654.4,51.743
"2025-02-07",24,132.3,418.433,6.482,668.2,52.1893
"2025-02-10",24.68,140,423.212,6.804,673.6,52.6727
"2025-02-11",24.5,136,428.946,6.77,700,53.4164
"2025-02-12",24.16,134.8,427.8,6.7,710,53.0352
"2025-02-13",24.2,136.35,430.285,6.89,717,53.3513
"2025-02-14",24.3,136.8,426.844,6.8,708.4,53.5372
"2025-02-17",26.1,138.9,433.725,6.822,720,54.1415
"2025-02-18",26.19,139.3,421.683,6.932,748.2,56.7072
"2025-02-19",25.55,137.2,412.316,6.972,745,56.512
"2025-02-20",25.38,139.05,408.493,6.86,738,55.8892
"2025-02-21",25.6,137.75,412.89,7.05,740,56.1216
"2025-02-24",24.66,134.25,407.729,7.034,722,55.6847
"2025-02-25",24.56,133,415.183,7.05,731,56.3819
"2025-02-26",26,136.2,423.021,7.438,757.6,57.4417
"2025-02-27",25.3,132.15,414.801,7.254,741,58.4921
"2025-02-28",25.05,129.45,391.098,7.124,740.2,58.2876
"2025-03-03",25.7,131.7,376.571,7.194,743.8,59.6077
"2025-03-04",25.28,127.35,361.661,7.014,708,57.7856
"2025-03-05",25.11,132.75,371.41,7.096,736,58.8175
"2025-03-06",23.65,133.1,371.983,7.166,752.2,59.6821
"2025-03-07",23.28,131.65,374.85,7.168,765.6,59.9238
"2025-03-10",23.38,128,371.983,7.186,741.2,60.2398
"2025-03-11",23.87,128.25,368.542,7.18,740,60.6861
"2025-03-12",25.63,129.15,376.571,7.37,756.6,61.5134
"2025-03-13",27.55,132.6,374.277,7.48,765.2,61.941
"2025-03-14",27.48,137.15,380.776,7.764,795,62.6476
"2025-03-17",28.14,138.8,391.672,7.726,809.2,62.8986
"2025-03-18",27.7,139,392.054,7.8,830,63.5865
"2025-03-19",27.22,138.9,391.098,7.848,825.6,63.4563
"2025-03-20",26.13,138.2,385.364,7.81,822.8,63.4749
"2025-03-21",26.82,135.2,382.496,7.8,819,63.4006
"2025-03-24",26.22,139.65,383.261,8,839.4,64.4696
"2025-03-25",25.61,140.75,385.173,8.29,864.2,64.9809
"2025-03-26",24.71,136.3,382.688,8.21,852,65.1762
"2025-03-27",24,136.2,382.305,8.344,856.4,64.9252
"2025-03-28",23.77,129.85,373.13,8.574,835.4,64.1814
"2025-03-31",22.74,125.45,360.705,7.934,811.2,63.2704
"2025-04-01",22.77,128.25,367.682,8.248,832.2,64.0978
"2025-04-02",23.9,127.8,369.307,8.244,837.6,64.2744
"2025-04-03",22.41,120.65,357.455,8.246,796.2,62.034
"2025-04-04",21.2,109.2,349.045,7.928,713,59.6728
"2025-04-07",22,107.95,342.163,7.458,705,59.5054
"2025-04-08",22.8,108.6,352.485,7.772,725.2,59.1986
"2025-04-09",22.75,106.5,336.429,7.596,701.2,57.6741
"2025-04-10",23.35,111.4,353.823,7.776,740.4,59.775
"2025-04-11",23.19,111.7,348.089,7.812,736.8,59.9052
"2025-04-14",23.56,115.2,356.882,7.882,769.6,60.4258
"2025-04-15",22.99,114.15,363.763,7.23,782.8,58.613
"2025-04-16",23.3,114,358.029,7.31,777.6,59.366
"2025-04-17",23.28,114.15,358.411,7.39,794.4,59.2172
"2025-04-22",23.72,116.95,364.432,7.642,825.4,61.3368
"2025-04-23",24.05,123.65,369.211,7.718,861,62.3687
"2025-04-24",24.38,125.6,371.601,7.95,868.6,63.4935
"2025-04-25",24.35,125.75,371.41,7.994,864.4,63.9583
"2025-04-28",24.35,125.25,375.137,8.072,868,64.4417
"2025-04-29",24.38,124.5,385.937,8.276,865.4,63.8933
"2025-04-30",24.1,119.55,381.541,8.232,823,63.4285
"2025-05-02",24.59,123.05,388.04,8.314,829.8,64.2
"2025-05-05",24.7,122.85,385.173,8.374,804,63.9769
"2025-05-06",24.21,123.45,378.96,8.338,782,64.4417
"2025-05-07",24.5,124,385.268,8.546,788.8,65.0181
"2025-05-08",23.85,124,384.79,8.712,794.2,65.2412
"2025-05-09",23.76,126.25,392.532,8.836,817.8,67.1841
"2025-05-12",23.85,129.7,389.856,8.878,828,67.398
"2025-05-13",24.2,129.45,392.436,9.49,820,67.8628
"2025-05-14",23.18,127.15,392.15,9.216,821.4,67.7233
"2025-05-15",22.85,123.75,387.753,9.02,812.4,66.6543
"2025-05-16",22.94,123.4,385.364,9.594,812.4,67.2957
"2025-05-19",23.19,124.15,386.224,9.476,806.6,67.147
"2025-05-20",23.16,123.6,384.886,9.506,803.4,67.8535
"2025-05-21",23.15,122.35,376.762,9.478,800,66.6357
"2025-05-22",22.8,122.1,375.137,9.21,802.8,65.5573
"2025-05-23",22.98,123.6,381.541,8.976,791.6,65.5852
"2025-05-26",23.05,127.3,402.376,9.2,826.4,66.8402
"2025-05-27",22.88,125.85,401.898,9.244,842,67.4909
"2025-05-28",23.18,124.65,396.068,9.472,856.4,69.3037
"2025-05-29",22.78,123.45,388.04,9.706,847.6,67.5188
"2025-05-30",22.66,122.9,374.755,9.338,820,68.3648
"2025-06-02",22.82,125.4,376.571,9.408,803,68.7831
"2025-06-03",22.42,122.55,368.925,9.54,785.2,69.0713
"2025-06-04",23.3,126.25,376.284,9.89,793.8,69.908
"2025-06-05",22.55,131.2,371.123,9.658,780,69.5361
"2025-06-06",22.33,128.15,376.284,9.86,774.2,68.5321
"2025-06-09",22.33,129.35,385.937,10.17,790,69.3967
"2025-06-10",22.7,129.6,393.01,10.61,805.8,72.325
"2025-06-11",22.5,128.3,383.93,10.685,781.8,71.4511
"2025-06-12",22.1,126.1,383.834,10.735,782.8,72.1019
"2025-06-13",21.59,123.85,375.615,9.6,766.8,71.8416
"2025-06-16",21.44,125.15,375.041,9.87,765.2,73.0873
"2025-06-17",21.17,123.45,379.534,10.375,751,75.8762
"2025-06-18",20.8,122.65,377.335,10.625,745.2,75.839
"2025-06-20",21.18,121.75,377.431,10.595,753,76.9731
"2025-06-23",20.73,120.5,363.094,10.755,725.2,77.3636
"2025-06-24",21.14,124.8,380.394,10.875,767,76.7035
"2025-06-25",21.17,123.8,375.137,11.205,756.4,76.2015
"2025-06-26",21.24,130,382.879,11.31,771.2,76.8895
"2025-06-27",21.77,129,386.128,11.235,774,75.8669
"2025-06-30",21.45,128.9,383.93,11.405,798,76.3224
"2025-07-01",21.47,129.35,382.305,11.56,793.4,76.6756
"2025-07-02",21.96,136,386.224,11.2,787,77.8284
"2025-07-03",24.04,134.9,391.863,11.38,806.2,78.2374
"2025-07-04",23.52,132.45,387.084,11.42,787,78.5442
"2025-07-07",22.85,131.4,381.445,11.52,784.2,78.4977
"2025-07-08",22.78,132.3,388.9,11.42,795,79.8271
"2025-07-09",22.55,130,396.7,11.855,791.8,79.8085
"2025-07-10",23,130.9,392.2,11.615,767,79.0183
"2025-07-11",22.95,132.75,391.2,11.785,770.8,80.8404
"2025-07-14",22.94,132.8,395,11.925,770,81.9931
"2025-07-15",22.68,131.4,392.9,11.89,770.4,81.3424
